"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"eigent-ai/eigent","https://github.com/eigent-ai/eigent","https://github.com/eigent-ai/eigent.git","main","Eigent: The Open Source Cowork Desktop to Unlock Your Exceptional Productivity. Local and Free Alternative to Claude Cowork.","camel-ai","14269","1688","TypeScript","agent-framework,agent-skills,agentic-ai,agentic-workflow,claude-cowork,claude-cowork-alternative,claude-cowork-free,desktop-agent,multi-agent-systems","203","151341","2025-07-29T15:56:02Z","2026-06-13T19:28:37Z","2026-06-12T13:22:40Z","Apache-2.0","317","71","2193","207.54"
"aaronjmars/MiroShark","https://github.com/aaronjmars/MiroShark","https://github.com/aaronjmars/MiroShark.git","main","Simulate anything, for $1 & less than 10 min - Universal Swarm Intelligence Engine","camel-ai","1270","268","Python","ai-simulation,financial-forecasting,future-prediction,mirofish,swarm,swarm-intelligence","4","63124","2026-03-20T18:45:54Z","2026-06-13T17:33:43Z","2026-06-13T11:08:28Z","AGPL-3.0","84","20","500","178.57"
"OPPO-PersonalAI/Agent-KB","https://github.com/OPPO-PersonalAI/Agent-KB","https://github.com/OPPO-PersonalAI/Agent-KB.git","master","Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving","agentops, camel-ai","444","30","Python","","0","53336","2025-06-11T09:09:02Z","2026-06-13T02:32:34Z","2025-08-19T03:04:36Z","Apache-2.0","68","2","27","11.91"
"XinXU-USTC/Composition-RL","https://github.com/XinXU-USTC/Composition-RL","https://github.com/XinXU-USTC/Composition-RL.git","main","Official repository for the paper ""Composition-RL: Compose Your Verifiable Prompts for Reinforcement Learning of Large Language Models""","camel-ai","137","18","Python","","0","14412","2026-02-12T14:30:08Z","2026-06-03T14:24:13Z","2026-03-17T07:37:48Z","","32","2","6","5.62"
"areal-project/AReaL","https://github.com/areal-project/AReaL","https://github.com/areal-project/AReaL.git","main","The RL Bridge for LLM-based Agent Applications. Made Simple & Flexible.","camel-ai","5301","520","Python","agent,llm,llm-agent,llm-reasoning,machine-learning-systems,mlsys,reinforcement-learning,rl","80","305549","2025-02-24T07:23:43Z","2026-06-13T16:51:50Z","2026-06-13T11:43:18Z","Apache-2.0","474","91","944","59.75"
"datastax/astra-assistants-api","https://github.com/datastax/astra-assistants-api","https://github.com/datastax/astra-assistants-api.git","main","Drop in replacement for the OpenAI Assistants API ","agency-swarm","208","23","Python","assistants,assistants-api,claude,cohere,gemini,gpt-4,groq,llama3-1,ollama,openai-assistants,openai-assistants-api,vector","17","4494","2023-11-15T06:10:19Z","2026-05-25T10:00:12Z","2025-08-18T15:55:19Z","Apache-2.0","642","8","550","25.7"
"VRSEN/agency-swarm-api-railway-template","https://github.com/VRSEN/agency-swarm-api-railway-template","https://github.com/VRSEN/agency-swarm-api-railway-template.git","main","Agency Swarm Railway Deployment Template","agency-swarm","53","29","Python","","0","42","2024-10-31T00:17:21Z","2026-05-13T03:23:51Z","2025-06-02T16:20:14Z","","214","3","22","3.08"
"The-Swarm-Corporation/swarms-memory","https://github.com/The-Swarm-Corporation/swarms-memory","https://github.com/The-Swarm-Corporation/swarms-memory.git","main","A collection of pre-build wrappers over common RAG systems like ChromaDB, Weaviate, Pinecone, and othersz!","griptape, swarms","44","8","Python","agent,agents,ai,memory,memory-systems,ml,multi-agent,rag","11","3002","2024-07-08T18:40:39Z","2026-04-08T16:54:30Z","2025-10-27T14:10:55Z","MIT","475","6","50","3.16"
"aws-samples/intelligent-document-processing-with-amazon-bedrock","https://github.com/aws-samples/intelligent-document-processing-with-amazon-bedrock","https://github.com/aws-samples/intelligent-document-processing-with-amazon-bedrock.git","main","🚀 Extract information from your documents with Generative AI","griptape","124","37","Python","","1","60376","2024-10-26T08:15:30Z","2026-06-12T02:50:02Z","2026-06-12T22:03:02Z","MIT-0","594","15","231","11.67"
"griptape-ai/griptape-nodes-engine","https://github.com/griptape-ai/griptape-nodes-engine","https://github.com/griptape-ai/griptape-nodes-engine.git","main","","griptape","80","11","Python","","630","96655","2025-03-21T21:52:07Z","2026-06-13T00:27:16Z","2026-06-13T17:48:41Z","Apache-2.0","448","19","2555","171.09"
"BerriAI/litellm","https://github.com/BerriAI/litellm","https://github.com/BerriAI/litellm.git","litellm_internal_staging","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]","agentops","50264","8857","Python","ai-gateway,anthropic,azure-openai,bedrock,gateway,langchain,litellm,llm,llm-gateway,llmops,mcp-gateway,openai,openai-proxy,vertex-ai","3450","1120542","2023-07-27T00:09:52Z","2026-06-13T20:21:53Z","2026-06-13T20:51:10Z","NOASSERTION","1052","1527","39697","1132.04"
"run-llama/llama_index","https://github.com/run-llama/llama_index","https://github.com/run-llama/llama_index.git","main","LlamaIndex is the leading document agent and OCR platform","agentops","50109","7553","Python","agents,application,data,fine-tuning,framework,llamaindex,llm,multi-agents,rag,vector-database","437","463928","2022-11-02T04:24:54Z","2026-06-13T15:38:33Z","2026-06-12T19:29:18Z","MIT","1318","1952","7830","178.22"
"lupantech/AgentFlow","https://github.com/lupantech/AgentFlow","https://github.com/lupantech/AgentFlow.git","main","AgentFlow: In-the-Flow Agentic System Optimization","agentops","1914","227","Python","agentic-ai,agentic-systems,llms,llms-reasoning,multi-agent-systems,reinforcement-learning,tool-augmented","9","7362","2025-09-27T02:17:05Z","2026-06-13T14:21:29Z","2026-02-08T14:00:53Z","MIT","134","4","128","28.66"
"sahiee-dev/Tesserae","https://github.com/sahiee-dev/Tesserae","https://github.com/sahiee-dev/Tesserae.git","main","Cryptographically verifiable audit infrastructure for AI agents. AgentOps Replay produces tamper-evident, hash-chained event logs that prove what an agent did, in what order, with no possibility of post-hoc modification. Built for multi-agent safety research, forensic audit, and regulatory accountability where observability alone is not enough.","agentops","15","9","Python","agentic-replay,audit-system,event-logs,llms","0","6216","2025-08-10T07:45:40Z","2026-05-28T07:15:50Z","2026-05-28T07:15:42Z","Apache-2.0","290","6","207","21.41"
"af-74413592/DeepWerewolf","https://github.com/af-74413592/DeepWerewolf","https://github.com/af-74413592/DeepWerewolf.git","main","","agentops","72","8","Python","","1","4813","2025-09-24T01:25:22Z","2026-05-10T16:50:36Z","2025-10-30T02:11:33Z","MIT","36","2","145","120.83"
"ustc-ai4science/Science-Star","https://github.com/ustc-ai4science/Science-Star","https://github.com/ustc-ai4science/Science-Star.git","main","Science-Star: A Platform for Building, Extending, and Experimenting with Scientific Agents.","agentops","748","52","Python","agent,platform,science","0","4044","2025-08-12T08:31:59Z","2026-05-13T01:49:38Z","2026-03-04T06:50:10Z","MIT","203","5","41","6.06"
"LINs-lab/MASArena","https://github.com/LINs-lab/MASArena","https://github.com/LINs-lab/MASArena.git","main","A comprehensive framework for benchmarking single and multi-agent systems across a wide range of tasks—evaluating performance, accuracy, and efficiency with built-in visualization and tool integration.","agentops","38","10","Python","","12","262725","2025-06-16T09:47:32Z","2026-04-16T16:30:26Z","2026-06-05T01:54:47Z","MIT","353","9","433","36.8"
"lupantech/Eubiota","https://github.com/lupantech/Eubiota","https://github.com/lupantech/Eubiota.git","main","","agentops","55","7","Python","","0","21392","2026-01-25T05:26:18Z","2026-06-13T20:36:52Z","2026-03-03T19:35:13Z","Apache-2.0","37","2","11","8.92"
"IBM/ibm-watsonx-orchestrate-adk","https://github.com/IBM/ibm-watsonx-orchestrate-adk","https://github.com/IBM/ibm-watsonx-orchestrate-adk.git","main","The command line client for watsonx Orchestrate's agent builder experience.","agentops","160","74","Python","","9","27275","2025-03-28T18:08:55Z","2026-06-10T20:00:51Z","2026-05-20T21:41:53Z","MIT","418","156","2083","149.5"
"jmikedupont2/openlightllm","https://github.com/jmikedupont2/openlightllm","https://github.com/jmikedupont2/openlightllm.git","feature/KAN-181","fork of litellm that is open source","agentops","26","2","Python","","6","858802","2024-12-17T20:17:42Z","2026-06-01T21:55:50Z","2026-04-29T21:58:24Z","MIT","498","1437","36489","2198.13"
"timbal-ai/timbal","https://github.com/timbal-ai/timbal","https://github.com/timbal-ai/timbal.git","main","Simple, performant, battle-tested framework for building reliable AI applications.","agentops","36","8","Python","agents,ai,ai-agents,ai-agents-framework,framework,llms","1","6678","2025-02-21T09:42:42Z","2026-06-09T12:54:19Z","2026-06-12T07:16:03Z","Apache-2.0","475","9","969","61.2"
"UMass-Embodied-AGI/Ella","https://github.com/UMass-Embodied-AGI/Ella","https://github.com/UMass-Embodied-AGI/Ella.git","master","Source codes for the paper ""Ella: Embodied Social Agents with Lifelong Memory""","openai-agents","18","2","Python","agent,embodied-ai","1","2190507","2025-06-30T15:43:00Z","2026-06-04T10:00:48Z","2026-05-31T02:12:14Z","","334","3","27","2.43"
"openai/build-hours","https://github.com/openai/build-hours","https://github.com/openai/build-hours.git","main","Build hours code to share.","openai-agents","810","170","TypeScript","","4","113458","2024-07-29T18:23:42Z","2026-06-07T23:44:12Z","2026-06-03T17:53:19Z","MIT","673","20","91","4.06"
"traceloop/openllmetry","https://github.com/traceloop/openllmetry","https://github.com/traceloop/openllmetry.git","main","Open-source observability for your GenAI or LLM application, based on OpenTelemetry","openai-agents","7195","992","Python","artifical-intelligence,datascience,generative-ai,good-first-issue,good-first-issues,help-wanted,llm,llmops,metrics,ml,model-monitoring,monitoring,observability,open-source,open-telemetry,opentelemetry,opentelemetry-python,python","544","65686","2023-09-02T14:42:59Z","2026-06-13T18:01:17Z","2026-06-12T19:03:36Z","Apache-2.0","1014","109","1397","41.33"
"szczyglis-dev/py-gpt","https://github.com/szczyglis-dev/py-gpt","https://github.com/szczyglis-dev/py-gpt.git","master","Desktop AI Assistant powered by GPT-5, GPT-4, o1, o3, Gemini, Claude, Ollama, DeepSeek, Perplexity, Grok, Bielik, chat, vision, voice, RAG, image and video generation, agents, tools, MCP, plugins, speech synthesis and recognition, web search, memory, presets, assistants,and more. Linux, Windows, Mac","openai-agents","1822","330","Python","ai,ai-assistant,artificial-intelligence,autonomous-agent,chatbot,claude,deepseek,desktop-app,gemini,gpt-4,gpt-5,grok,llama-index,llm,mcp,o1,ollama,openai,perplexity,sora2","56","65884","2023-04-09T23:48:06Z","2026-06-13T20:19:34Z","2026-02-06T03:08:43Z","NOASSERTION","1033","4","4457","129.44"
"yaalalabs/agent-kernel","https://github.com/yaalalabs/agent-kernel","https://github.com/yaalalabs/agent-kernel.git","develop","The Operating System for Scalable Enterprise AI Agents - Run, orchestrate, and deploy Compliant Enterprise AI Agents at scale across frameworks, without lock-in, rewrites or fragile glue code. Native support for MCP, A2A. Interface with all mainstream communication channels seamlessly out of the box, production ready from day one.","openai-agents","30","14","Python","a2a,adk,ai-agents,aws,azure,cloud-native,crewai,enterprise,guardrails,langgraph,mcp,multi-cloud,observability,openai-agents,python,serverless,session-management,terraform","25","73183","2025-07-18T11:27:58Z","2026-06-11T16:28:36Z","2026-06-12T07:35:03Z","Apache-2.0","328","15","349","31.92"
"feiskyer/koder","https://github.com/feiskyer/koder","https://github.com/feiskyer/koder.git","main","Koder - An intuitive AI coding assistant and interactive CLI tool that boosts developer productivity with intelligent automation and context-aware support.","openai-agents","91","25","Python","agent,ai,claude,openai,vibe-coding","7","4060","2025-07-28T14:20:17Z","2026-06-03T09:10:36Z","2026-06-04T00:12:42Z","MIT","310","2","76","7.35"
"autokitteh/kittehub","https://github.com/autokitteh/kittehub","https://github.com/autokitteh/kittehub.git","main","AutoKitteh projects: ready to deploy with a few clicks","openai-agents","76","7","Python","","12","73067","2024-06-25T02:48:47Z","2026-05-03T18:26:00Z","2026-02-18T00:49:55Z","Apache-2.0","602","7","275","13.7"
"tsinghua-fib-lab/AgentSquare","https://github.com/tsinghua-fib-lab/AgentSquare","https://github.com/tsinghua-fib-lab/AgentSquare.git","main","The official implementation of the paper ""AgentSquare: Automatic LLM Agent Search in Modular Design Space""""","openai-agents","228","16","HTML","","11","148859","2024-10-08T15:38:57Z","2026-05-26T23:31:24Z","2025-11-04T15:15:05Z","","391","6","111","8.52"
"context-labs/HALO","https://github.com/context-labs/HALO","https://github.com/context-labs/HALO.git","main","Hierarchal Agent Loop Optimizer","openai-agents","842","63","TypeScript","","5","6813","2026-04-21T18:20:46Z","2026-06-13T14:25:24Z","2026-06-13T20:19:32Z","","53","10","455","257.55"
"liauto-siada/siada-cli","https://github.com/liauto-siada/siada-cli","https://github.com/liauto-siada/siada-cli.git","main","Code generation tool based on large language models and command line   ","openai-agents","28","1","Python","","1","49096","2025-08-14T08:55:02Z","2026-06-09T09:19:43Z","2026-04-13T06:50:39Z","Apache-2.0","241","3","22","2.74"
"AI4Finance-Foundation/FinRobot","https://github.com/AI4Finance-Foundation/FinRobot","https://github.com/AI4Finance-Foundation/FinRobot.git","master","FinRobot: An Open-Source AI Agent Platform for Financial Analysis using LLMs 🚀 🚀 🚀 ","openai-agents","7255","1228","Jupyter Notebook","aiagent,chatgpt,finance,fingpt,large-language-models,multimodal-deep-learning,prompt-engineering,robo-advisor","71","9250","2024-02-27T02:30:30Z","2026-06-13T17:25:56Z","2026-05-10T17:01:37Z","Apache-2.0","803","7","317","11.84"
"PrimeIntellect-ai/verifiers","https://github.com/PrimeIntellect-ai/verifiers","https://github.com/PrimeIntellect-ai/verifiers.git","main","Our library for RL environments + evals","openai-agents","4188","559","Python","","237","226658","2025-01-22T12:58:34Z","2026-06-13T11:48:59Z","2026-06-13T17:27:35Z","MIT","507","77","1735","102.66"
"tenuo-ai/tenuo","https://github.com/tenuo-ai/tenuo","https://github.com/tenuo-ai/tenuo.git","main","High-performance capability authorization engine for AI agents. Cryptographically attenuated warrants, task-scoped authority, verifiable offline. Rust core.","openai-agents","70","4","Rust","a2a,agents,ai-agents,capabilities,cryptography,langchain,langgraph,llm,mcp,rust,security","26","23192","2025-12-03T17:46:35Z","2026-06-12T20:20:23Z","2026-06-12T20:19:48Z","NOASSERTION","191","6","589","92.51"
"CelestoAI/agentor","https://github.com/CelestoAI/agentor","https://github.com/CelestoAI/agentor.git","main","Open source version of Claude Managed Agents. Fastest way to build and deploy reliable AI agents, MCP tools and  agent-to-agent.","openai-agents","185","38","Python","agents,ai-agents,ai-assistant,ai-tools,llms,mcp,mcp-server,text-generation","4","5829","2025-06-07T00:00:13Z","2026-06-12T07:57:48Z","2026-03-30T14:12:40Z","Apache-2.0","296","6","349","35.37"
"DeepFlow-research/manager_agent_gym","https://github.com/DeepFlow-research/manager_agent_gym","https://github.com/DeepFlow-research/manager_agent_gym.git","main","A gym to make strong manager agents!","openai-agents","10","2","Python","","0","5762","2025-08-21T15:41:39Z","2026-04-09T12:41:23Z","2025-10-25T15:57:29Z","MIT","65","2","24","11.08"
"OriNachum/autonomous-intelligence","https://github.com/OriNachum/autonomous-intelligence","https://github.com/OriNachum/autonomous-intelligence.git","main","Embodied AI system combining real-time multimodal perception, speech-to-speech interaction, and autonomous awareness on NVIDIA Jetson hardware.","openai-agents","228","15","Python","","6","25668","2024-03-16T20:14:13Z","2026-06-11T04:11:02Z","2026-04-08T22:55:00Z","MIT","753","2","449","17.89"
"aws-samples/generative-ai-cdk-constructs-samples","https://github.com/aws-samples/generative-ai-cdk-constructs-samples","https://github.com/aws-samples/generative-ai-cdk-constructs-samples.git","main","This repo provides sample generative AI stacks built atop the AWS Generative AI CDK Constructs.","openai-agents","171","52","","amazon-bedrock,appsync,aws,aws-cdk,generative-ai,generative-ai-samples,huggingface,langchain,opensearch,question-answering-system,retrieval-augmented-generation,sagemaker,step-functions,summarization,typescript","120","169183","2023-11-27T23:06:08Z","2026-06-10T15:16:22Z","2026-05-11T15:50:57Z","Apache-2.0","895","28","601","20.15"
